"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"RA9HM7YW","bookSection","2014","Rosen, Bob","Resilience","Grounded - How Leaders Stay Rooted in an Uncertain World","","","","","","2014","2023-08-11 22:12:47","2023-12-19 05:56:44","","91-100","","","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/ISP4BVYF/Rosen, Grounded - How Leaders Stay Rooted in an Uncertain World, 2014, p91-100.pdf","","ACSC Material; supplemental; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDDESADR","journalArticle","2004","Guttman, Howard M.","The leader's role in managing conflict","Leader to Leader","","1087-8149, 1531-5355","10.1002/ltl.63","https://onlinelibrary.wiley.com/doi/10.1002/ltl.63","","2004-12","2023-08-11 21:57:00","2023-12-19 05:56:44","2023-08-11 21:57:00","48-53","","31","2004","","Leader to Leader","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/7YS84WVL/Guttman - 2004 - The leader's role in managing conflict.pdf","","ACSC Material; Leadership - Conflict / Crisis; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3CJ22V6G","document","","","Managing a Workplace or an Organization after a Disaster","","","","","","","","2023-08-11 06:06:39","2023-12-19 05:56:44","","","","","","","","","","","","","Center for the Study of Traumatic Stress","","","","","","","","","","","/Users/jonathan/Zotero/storage/IGRU3KUU/CSTS, Managing a Workplace or an Organization after a Disaster, n.d.pdf","","ACSC Material; Leadership - Conflict / Crisis; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3T3ECSN","bookSection","","Smith, Jeffry F","The Ugly: Times of Crises","Commanding an Air Force Squadron in the Twenty-First Century","","","","","","","2023-08-11 05:56:59","2023-12-19 05:56:44","","146-155","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/UV7ZQAEZ/Smith - Commanding an Air Force Squadron in the Twenty-Fir.pdf","","ACSC Material; Leadership - Conflict / Crisis; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9BNENDTE","bookSection","1982","Kellett, Anthony","A Summary of Factors Affecting Combat Motivation","Combat Motivation","978-0-89838-106-1 978-94-015-3965-4","","10.1007/978-94-015-3965-4_18","http://link.springer.com/10.1007/978-94-015-3965-4_18","","1982","2023-08-11 03:44:35","2023-12-19 05:56:44","2023-08-11 03:44:35","319-332","","","","","","","","","","","Springer Netherlands","Dordrecht","en","","","","","DOI.org (Crossref)","","","","/Users/jonathan/Zotero/storage/YCZHNNV2/Kellett - 1982 - A Summary of Factors Affecting Combat Motivation.pdf","","ACSC Material; Leadership - Human Factors; 1class L&C","","","","","","","Kellett, Anthony","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5B2FMBLE","bookSection","2000","Grossman, Dave","Human Factors in War: The Psychology and Physiology of Close Combat","The human face of warfare: killing, fear and chaos in battle","978-1-86508-374-2","","","","","2000","2023-08-11 03:49:12","2023-12-19 05:56:44","","5-24","","","","","","","","","","","Allen & Unwin","St. Leonards","eng","","","","","K10plus ISBN","","","","/Users/jonathan/Zotero/storage/ZVPB78FX/Grossman, Human Factors in War - The Psychology and Physiology of Close Combat, 2000, p5-24.pdf","","ACSC Material; Leadership - Human Factors; 1class L&C","","Evans, Michael; Ryan, Alan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PF4TRVFT","journalArticle","","Steadman, Andrew, Major (USA)","Neuroscience for Combat Leaders - A Brain-Based Approach to Leading on the Modern Battlefield","Military Review","","","","","","","2023-08-11 03:45:37","2023-12-19 05:56:44","","50-60","","May-June 2011","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/YYF8JDAX/Steadman, Neuroscience for Combat Leaders - A Brain-Based Approach to Leading on the Modern Battlefield, 2011, 50-60.pdf","","ACSC Material; Good read; Leadership - Human Factors; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HKAD6RHN","document","","","Lessons Learned Case Study - Doctors Without Borders-Civilian Casualty Incident Kunduz, Afghanistan 03 October 2015","","","","","","","","2023-08-09 22:31:38","2023-12-19 05:56:44","","","","","","","","","","","","","Chairman's Joint Lessons Learned Program","","","","","","","","","","","/Users/jonathan/Zotero/storage/59BFHTI9/Chairmans Joint Lessons Learned Program, Doctors Without Borders-Civilian Casualty Incident Kunduz, Afghanistan, 2015.pdf","","ACSC Material; Leadership - Joint/Interagency/Coalition; supplemental; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6UDTHLH7","document","2017","Goldfein, David","CSAF Focus Area-Enhancing Multi-Domain Command and Control...Tying It All Together","","","","","","","2017-03","2023-08-09 22:07:34","2023-12-19 05:56:44","","","","","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/729F6LSF/Goldfein, CSAF Focus Area-Enhancing Multi-Domain Command and Control...Tying It All Together, 2017.pdf","","ACSC Material; Leadership - Joint/Interagency/Coalition; Leadership - Mission Command; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DEISA84K","journalArticle","","Forster, Larry, Col (USA)","Coalition Leadership Imperatives","Military Review","","","","","","","2023-08-09 22:27:06","2023-12-19 05:56:44","","55-60","","Nov-Dec 2000","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/W7VN2CZM/Forster, Coalition Leadership Imperatives, 2000, p55-60.pdf","","ACSC Material; Leadership - Joint/Interagency/Coalition; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J2HZASX7","bookSection","1989","Builder, Carl H.","The Service Identities and Behavior","The masks of war: American military styles in strategy and analysis","978-0-8018-3775-3 978-0-8018-3776-0","","","","","1989","2023-08-09 22:16:19","2023-12-19 05:56:44","","31-43","","","","","","","A Rand Corporation research study","","","","Johns Hopkins University Press","Baltimore","","","","","","Library of Congress ISBN","UA23 .B7855 1989","","","/Users/jonathan/Zotero/storage/8C3JFQK7/Builder - The Service Identities and Behavior.pdf","","ACSC Material; Leadership - Joint/Interagency/Coalition; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CY6XDJM","journalArticle","","Davis, William J, PhD","The Challenge of Leadership in the Interagency Environment","Military Review","","","","","","","2023-08-09 22:07:16","2023-12-19 05:56:44","","","","Sep-Oct 2010","","","","","","","","","","","en","","","","","Zotero","","","","/Users/jonathan/Zotero/storage/4XTKQ4RQ/Davis - The Challenge of Leadership in the Interagency Env.pdf","","ACSC Material; Leadership - Joint/Interagency/Coalition; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RMAXFW3G","document","2007","Ledlow, Marcia","Ledlow, Effects Based Networking, 2007.pdf","","","","","","","2007","2023-08-09 21:10:40","2023-12-19 05:56:44","","","","","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/XNICYKVC/Ledlow, Effects Based Networking, 2007.pdf","","ACSC Material; Leadership - Staff; Networking; supplemental; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YWXEUBMZ","webpage","2016","King, James","12 Tips for Showing Leadership During Your Staff Time","The Military Leader","","","","https://themilitaryleader.com/leadership-lessons-staff-officers/","Being a staff officer doesn't mean you should forget about being a good leader. James King shares 12 tips for making leadership the priority while on staff.","2016-05-16","2023-08-09 21:05:47","2023-12-19 05:56:44","2023-08-09 21:05:47","","","","","","","","","","","","","","en-US","","","","","","","","","/Users/jonathan/Zotero/storage/PUE2XYLS/King - 12 Tips for Showing Leadership During Your Staff T.pdf; /Users/jonathan/Zotero/storage/SVYQE5JV/leadership-lessons-staff-officers.html","","ACSC Material; Leadership - Staff; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85CKRIDU","document","2007","","An Overview of Negotiating Strategies","","","","","http://negotiation.au.af.mil/","","2007","2023-08-09 21:28:52","2023-12-19 05:56:44","","","","","","","","","","","","","USAF Negotiation Center of Excellence","","","","","","","","","","","/Users/jonathan/Zotero/storage/43WYXKAM/AFNC, An Overview of Negotiating Strategies, 2007, p1-7.pdf","","ACSC Material; Leadership - Staff; Negotiation; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I8FTD3MF","journalArticle","","Shaud, John A., General, USAF (ret)","The Staff Experience and Leadership Development","Airpower Journal","","","","","","","2023-08-09 20:42:07","2023-12-19 05:56:44","","4-12","","Spring 1993","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/8D9RQJL5/Shaud, The Staff Experience and Leadership Development, 1993, p4-12.pdf","","ACSC Material; Leadership - Staff; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZEDFCRL3","journalArticle","2014","Noss, Michael, Maj; Thompson, Janice, MSgt","Inspections - Metrics Matter","TIG Brief","","","","","","2014-03","2023-08-09 05:55:29","2023-12-19 05:56:44","","10-11","","2","66","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/P6XJ2QY2/Noss, Inspections - Metrics Matter, 2014, p10-11.pdf","","ACSC Material; Leadership - Mission Command; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6KE8B94","bookSection","2015","Smith, Shannon, Maj","Assessing Your Squadrons Strengths and Weaknesses","AU-2 Guidelines for Command","","","","","","2015","2023-08-09 05:47:55","2023-12-19 05:56:44","","28-31","","","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/RVD7225P/Smith, Assessing Your Squadrons Strengths and Weaknesses, 2015, p28-31.pdf","","ACSC Material; Leadership - Mission Command; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYSILAJK","journalArticle","2014","Hyde, Robert (Raw) D., Col (ret).","Inspections - Raws AFIS Ramblings","TIG Brief","","","","","","2014-01","2023-08-09 05:55:24","2023-12-19 05:56:44","","4-7","","1","66","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/UEJR44RA/Hyde, Inspections - Raws AFIS Ramblings, 2014, p4-7.pdf","","ACSC Material; Leadership - Mission Command; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YQRSHX55","magazineArticle","2011","Emelander, Stan","Emelander, Making Trust Work , 2011, p44-47.pdf","Defense AT&L","","","","","","2011","2023-08-09 02:08:19","2023-12-19 05:56:44","","44-47","","November-December 2011","","","","","","","","","","","","","","","","","","","","/Users/jonathan/Zotero/storage/7QJ92M36/Emelander, Making Trust Work , 2011, p44-47.pdf","","ACSC Material; Leadership - Mission Command; 1class L&C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
